payload,platform,launch,monitors,sensor,spacecraft-orbits,hq,area_monitored,lifetime_to_first_replacement,avg_lifetime,replacement_costs,missile_range,missile_interception,system_cost,probability_of_success
laser,air,wc,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,cent,5972800,4,14.142857142857142,7721.5,380,0.98,3838,0.8155155047634
inc,sea,ak&jap&eu,awac&grf&sat,,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,6642.58,0.8201761981560001
inc,gnd,ak&jap&med&hw,awac&grf&sat,,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,8368.58,0.8464203744616124
inc,gnd&air&sea,ak&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,6422.58,0.8767415834375707
inc,gnd&air&sea,ak&med&hw,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,mob,11772800,1.5,10.35,7933.1,1000,0.9,8122.58,0.8460115465857322
kinetic,gnd&air,ak&med&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,cent,5972800,4,14.142857142857142,7721.5,125,0.75,7488,0.7485308395042511
inc,gnd,jap&wc&hw,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,7518.58,0.8805381985974594
kinetic,air&sea,med&hw,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,disp,5972800,4,14.142857142857142,7721.5,125,0.75,6612,0.7083632662964998
inc,gnd,ak&jap&med&hw&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,mob,11772800,1.5,10.35,7933.1,1000,0.9,10218.58,0.8379739777307995
inc,gnd&sea,ak&jap&hw&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,8742.58,0.8460395011638836
inc,gnd,ak&hw,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,6018.58,0.8723871069416911
inc,gnd,ak&jap&wc&hw,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,8518.58,0.8811330079885561
kinetic,air&sea,wc&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,125,0.75,4962,0.69590461588425
inc,gnd&air,ak&med,awac&grf&sat,,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,mob,11772800,1.5,10.35,7933.1,1000,0.9,5498.58,0.85054634945145
inc,gnd,ak&jap&med&wc&hw&eu,awac&grf&sat,,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,9618.58,0.8464410593766363
inc,gnd,ak&jap&med&hw,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,9368.58,0.8379561707169964
inc,air&sea,ak&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,5672.58,0.8330779165375259
inc,air,ak&med&wc&hw,awac&grf&sat,,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,7448.58,0.8810431056308385
inc,gnd&sea,ak&jap&hw,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,7992.58,0.8456799074063573
inc,gnd&air&sea,ak&jap&med&wc&hw,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,mob,11772800,1.5,10.35,7933.1,1000,0.9,10622.58,0.8464315898373512
inc,sea,jap,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,5892.58,0.7719546803759999
inc,gnd,jap&med&wc,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,7868.58,0.8376628787249456
kinetic,sea,ak&jap&wc&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,cent,5972800,4,14.142857142857142,7721.5,125,0.75,8482,0.7191918890091901
inc,gnd&air&sea,ak&wc&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,6922.58,0.8880902689084631
inc,sea,jap&med,awac&grf&sat,,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,mob,11772800,1.5,10.35,7933.1,1000,0.9,6992.58,0.81873981252
laser,gnd&sea,jap&wc&hw,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,380,0.98,6982,0.929920330003707
inc,gnd,hw&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,disp,5972800,4,14.142857142857142,7721.5,1000,0.9,4108,0.8337449124675
laser,air,eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,380,0.98,3538,0.7755152447699999
kinetic,gnd,jap&med,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,125,0.75,7158,0.703604526384375
inc,gnd&sea,ak&jap&med&wc&hw,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,11142.58,0.8897407223302153
kinetic,gnd&air,jap&wc&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,disp,5972800,4,14.142857142857142,7721.5,125,0.75,6338,0.7115489822515219
inc,gnd&air&sea,med&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,7422.58,0.8834172807733898
kinetic,air&sea,wc,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,125,0.75,4212,0.6051344485949999
inc,gnd&air,wc&hw&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,cent,5972800,4,14.142857142857142,7721.5,1000,0.9,5288,0.8968886406189042
kinetic,sea,ak&med&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,125,0.75,7432,0.68348016513
inc,air&sea,med&wc&hw,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,8072.58,0.8887209778167487
laser,gnd,wc,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,disp,5972800,4,14.142857142857142,7721.5,380,0.98,3258,0.7834286656349999
inc,gnd,ak&med,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,cent,5972800,4,14.142857142857142,7721.5,1000,0.9,6008,0.88564959841545
inc,gnd&sea,ak&jap&wc&hw,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,8492.58,0.8460395011638836
inc,gnd&air,jap&wc&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,7298.58,0.8889209165514664
inc,gnd&air,hw,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,5048.58,0.8009298710011964
inc,air&sea,jap&wc&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,mob,11772800,1.5,10.35,7933.1,1000,0.9,7272.58,0.8448128973415444
kinetic,gnd,jap&wc&hw,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,125,0.75,6658,0.7048389202903125
inc,gnd&air,jap&med&wc&hw&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,10298.58,0.8899170730785243
inc,gnd,ak&wc&hw,awac&grf&sat,,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,mob,11772800,1.5,10.35,7933.1,1000,0.9,4968.58,0.8451718731967501
inc,gnd&air,jap&med&wc&hw,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,8898.58,0.8462405119836303
inc,gnd,jap,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,6018.58,0.837139143024855
inc,sea,ak&jap&med&hw&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,11292.58,0.8544928905932441
kinetic,air,jap&wc,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,125,0.75,5588,0.69300619486875
inc,air&sea,jap&med&hw&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,10322.58,0.8893546667801657
kinetic,sea,jap&wc,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,cent,5972800,4,14.142857142857142,7721.5,125,0.75,6732,0.7138782611460001
inc,gnd&sea,med&hw,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,6992.58,0.8418724440913711
inc,gnd&sea,ak&jap&wc,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,cent,5972800,4,14.142857142857142,7721.5,1000,0.9,7132,0.8980573240669528
inc,gnd&sea,med&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,7392.58,0.8830709784289078
inc,air,hw,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,1000,0.9,3388,0.7541024589
inc,sea,ak&jap&wc&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,mob,11772800,1.5,10.35,7933.1,1000,0.9,8242.58,0.812492458394166
inc,sea,jap&wc&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,7142.58,0.8116697172216599
inc,air&sea,jap&hw&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,mob,11772800,1.5,10.35,7933.1,1000,0.9,7772.58,0.8451300589848962
inc,sea,ak&jap&wc&hw,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,9042.58,0.8544320077464785
laser,gnd&sea,jap&med&wc&hw,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,disp,5972800,4,14.142857142857142,7721.5,380,0.98,8882,0.9305833955379854
inc,gnd&air,ak&med&wc,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,7548.58,0.8892546373310505
laser,sea,jap&med&wc&hw&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,380,0.98,9632,0.8937460350502741
laser,gnd&sea,med,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,disp,5972800,4,14.142857142857142,7721.5,380,0.98,5382,0.8840873790378
inc,gnd,ak&med&hw&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,8768.58,0.8811330079885561
inc,air,ak&jap&hw,awac&grf&sat,,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,6298.58,0.8374726751895001
inc,sea,jap&hw&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,8292.58,0.8538552228823849
laser,air&sea,ak&jap&wc&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,380,0.98,7662,0.9301412447845371
inc,air,ak&wc&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,disp,5972800,4,14.142857142857142,7721.5,1000,0.9,4538,0.83600636485275
kinetic,air&sea,med&hw&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,125,0.75,7462,0.711388938539475
kinetic,sea,med,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,disp,5972800,4,14.142857142857142,7721.5,125,0.75,5582,0.649793502
inc,air,med,awac&grf&sat,,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,4298.58,0.79599703995
inc,sea,med&wc&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,7792.58,0.8535347868467772
inc,air&sea,jap&hw&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,8322.58,0.8887209778167487
inc,sea,ak&jap&med,awac&grf&sat,,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,mob,11772800,1.5,10.35,7933.1,1000,0.9,7992.58,0.8205865940520001
inc,sea,jap&med&hw&eu,awac&grf&sat,,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,mob,11772800,1.5,10.35,7933.1,1000,0.9,8742.58,0.8207610123078
laser,gnd&air&sea,ak&wc&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,cent,5972800,4,14.142857142857142,7721.5,380,0.98,6312,0.9767996223684554
inc,gnd&air,med&wc&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,6648.58,0.8453201909148079
inc,sea,jap&wc&hw&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,1000,0.9,7232,0.8206994529234
kinetic,sea,ak&jap&wc&hw&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,125,0.75,8932,0.6839854650769499
kinetic,gnd&air,ak,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,125,0.75,4188,0.6411153387825
laser,sea,ak&med&wc&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,disp,5972800,4,14.142857142857142,7721.5,380,0.98,7532,0.89365051540548
inc,air&sea,wc,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,5072.58,0.7559798160062412
inc,gnd,ak&jap&wc&hw,awac&grf&sat,,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,7518.58,0.8900333414025818
inc,gnd&air,wc&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,5298.58,0.8698988321151883
inc,sea,ak&jap&med&wc&hw&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,11792.58,0.8544956142995466
inc,air&sea,med&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,6672.58,0.8394211494045629
inc,gnd&sea,med&wc&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,mob,11772800,1.5,10.35,7933.1,1000,0.9,7342.58,0.8451510930570535
kinetic,gnd&sea,jap&med&wc&hw,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,cent,5972800,4,14.142857142857142,7721.5,125,0.75,9832,0.7489147251416064
laser,gnd,ak&jap&med&wc&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,disp,5972800,4,14.142857142857142,7721.5,380,0.98,9008,0.921675598645595
inc,gnd,ak&hw,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,6018.58,0.8723871069416911
inc,gnd&air,jap&wc&eu,awac&grf&sat,,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,6298.58,0.897899915708552
inc,gnd&sea,jap&med,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,8642.58,0.88751969872326
inc,gnd,jap&med&hw,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,9018.58,0.8809787981464199
kinetic,air&sea,jap&wc&hw,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,125,0.75,7212,0.711388938539475
kinetic,gnd&air&sea,ak&jap&med&wc&hw,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,cent,5972800,4,14.142857142857142,7721.5,125,0.75,10862,0.7492337039230142
kinetic,air&sea,jap&med&wc&hw&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,125,0.75,9962,0.711918876133796
inc,gnd&air,ak&jap&hw,awac&grf&sat,,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,6398.58,0.8543930414841452
inc,air&sea,ak&hw,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,6572.58,0.8804941386425633
laser,gnd,ak&med&hw,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,380,0.98,6858,0.92121994270845
inc,gnd&sea,ak&med&hw&eu,awac&grf&sat,,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,mob,11772800,1.5,10.35,7933.1,1000,0.9,7842.58,0.8545853547109935
kinetic,gnd&sea,ak&jap&wc&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,cent,5972800,4,14.142857142857142,7721.5,125,0.75,8582,0.7488585544308192
inc,gnd,ak&jap&med&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,1000,0.9,8208,0.8464097939424188
inc,gnd&air,jap&wc&hw&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,7648.58,0.846177041565091
inc,sea,ak&jap&wc&hw,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,disp,5972800,4,14.142857142857142,7721.5,1000,0.9,7382,0.8207302326156
kinetic,gnd&air&sea,wc&hw,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,disp,5972800,4,14.142857142857142,7721.5,125,0.75,5212,0.7017998674311451
inc,gnd&air,ak&jap&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,1000,0.9,6238,0.8541793363712176
inc,gnd&air,med,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,1000,0.9,4488,0.8120794291245
inc,gnd,ak&jap&med&wc&hw&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,mob,11772800,1.5,10.35,7933.1,1000,0.9,10718.58,0.8379766487828699
kinetic,air,ak&jap&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,125,0.75,6838,0.697719335236875
inc,sea,med,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,disp,5972800,4,14.142857142857142,7721.5,1000,0.9,4882,0.7797522024
inc,gnd&air&sea,med&wc,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,disp,5972800,4,14.142857142857142,7721.5,1000,0.9,5512,0.848572225492887
inc,sea,jap&med,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,8542.58,0.8523598547162161
inc,gnd,jap&med&hw,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,mob,11772800,1.5,10.35,7933.1,1000,0.9,8468.58,0.8377676258649638
inc,air,ak&jap&wc&hw&eu,awac&grf&sat,,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,8198.58,0.8810992763416259
inc,air,ak&jap&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,7048.58,0.8288905702614076
inc,gnd&sea,ak&wc,awac&grf&sat,,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,4492.58,0.8418297116187001
inc,sea,jap&wc&hw,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,1000,0.9,6482,0.8201761981560001
laser,air&sea,ak&hw,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,cent,5972800,4,14.142857142857142,7721.5,380,0.98,5962,0.9684447316158384
inc,air&sea,ak&jap&med&wc&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,10172.58,0.8457596248469497
inc,gnd,hw,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,mob,11772800,1.5,10.35,7933.1,1000,0.9,4468.58,0.7541794081305001
inc,gnd&sea,ak&med&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,mob,11772800,1.5,10.35,7933.1,1000,0.9,7842.58,0.8454683816666357
laser,gnd&sea,med&wc&hw&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,380,0.98,7732,0.9305135991659561
inc,gnd&air,ak&med,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,mob,11772800,1.5,10.35,7933.1,1000,0.9,6498.58,0.8420408859569356
inc,gnd&air,ak&jap&hw&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,mob,11772800,1.5,10.35,7933.1,1000,0.9,8248.58,0.8462087767743606
laser,gnd&air&sea,jap,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,cent,5972800,4,14.142857142857142,7721.5,380,0.98,6062,0.9300522588324055
laser,gnd&air&sea,med&hw,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,cent,5972800,4,14.142857142857142,7721.5,380,0.98,7062,0.97410736582973
inc,gnd&sea,ak&jap&wc&hw&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,9892.58,0.889734049249774
inc,sea,jap&med&hw&eu,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,mob,5972800,4,14.142857142857142,7721.5,1000,0.9,8732,0.8207610123078
inc,sea,ak&jap&med,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,8892.58,0.81238072811148
laser,air&sea,wc&hw,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,cent,5972800,4,14.142857142857142,7721.5,380,0.98,5462,0.9635535966076776
inc,sea,med&wc&hw,awac&grf&sat,,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,mob,11772800,1.5,10.35,7933.1,1000,0.9,6492.58,0.8201761981560001
inc,gnd&sea,ak&jap&med&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,9742.58,0.8460712300248419
inc,gnd&sea,jap&med&wc&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,9892.58,0.8896940107671247
inc,sea,wc&hw&eu,awac&grf&sat,,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,5142.58,0.8189450104680001
kinetic,gnd&air,ak&hw,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,cent,5972800,4,14.142857142857142,7721.5,125,0.75,5738,0.7416017324085151
inc,sea,jap&med&wc&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,mob,11772800,1.5,10.35,7933.1,1000,0.9,9242.58,0.812538166237083
inc,gnd&sea,hw,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,cent,11772800,1.5,10.35,7933.1,1000,0.9,5642.58,0.8007696529833925
inc,gnd&air,ak&wc,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,4898.58,0.8335781634850065
kinetic,gnd,ak&med,awac&grf&sat,,prim-heo|prim-leo|prim-meo|,disp,5972800,4,14.142857142857142,7721.5,125,0.75,6058,0.7018411065187499
inc,gnd&sea,ak&jap&hw&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,8742.58,0.8460395011638836
inc,gnd&air,hw&eu,awac&grf&sat,ir,cube-heo|cube-leo|cube-meo|prim-heo|prim-leo|prim-meo|,disp,11772800,1.5,10.35,7933.1,1000,0.9,5148.58,0.8335781634850065
